2.334,316.14
3.2194,30.034
3.9783,429.34
4.3577,480.31
4.3577,278.95
4.4842,77.97
6.1285,147.54
8.0257,293.37
8.0257,97.702
8.5316,347.38
8.9111,489.29
8.9111,260.99
9.417,434.65
10.049,209.13
10.935,408.72
12.2,224.18
14.097,329.29
14.097,279.08
14.856,142.86
15.109,301.21
15.615,259.6
15.994,90.998
16.374,242.14
16.879,179.92
17.006,372.17
17.638,293.62
19.03,383.93
20.294,72.911
21.053,167.14
21.18,213.18
21.926,129.12
24.089,474.24
24.215,247.2
24.342,402.78
24.974,97.196
24.974,114.9
25.227,371.41
25.833,127.05
27.125,273.76
28.389,507.38
28.769,405.94
28.895,155.88
28.895,238.86
30.034,355.98
30.287,144.12
30.919,180.8
31.172,216.85
31.931,436.04
31.931,35.093
32.816,417.83
34.045,131.03
34.84,455.01
35.725,470.19
36.484,326.51
36.611,339.54
36.864,162.08
36.99,256.69
37.496,242.9
37.496,27.757
38.002,506.11
38.508,215.84
40.785,194.59
41.923,287.55
42.935,139.95
43.061,88.974
43.943,436.8
43.947,102.13
44.832,44.2
44.958,17.006
45.844,311.2
46.978,487.01
47.109,373.05
49.891,97.196
50.144,299.57
50.524,184.09
51.156,150.95
51.283,316.26
51.789,224.94
51.789,54.318
52.164,449.95
52.8,267.19
53.019,131.03
53.18,164.99
54.065,384.94
54.571,112.5
54.824,80.879
54.947,496.5
56.974,30.919
57.101,8.6581
58.109,438.95
58.239,347.12
58.998,139.95
59.377,320.44
59.757,257.83
65.196,239.24
65.196,352.06
65.575,142.6
66.081,94.16
66.84,47.741
69.243,196.61
69.366,470.44
69.998,409.99
70.128,284.26
71.014,66.208
71.393,378.62
72.152,150.7
72.279,79.994
73.038,478.54
73.291,199.39
73.793,418.71
74.172,464.5
75.061,95.425
78.852,440.09
80.247,205.46
80.876,407.96
82.144,40.911
85.306,154.11
85.686,19.915
87.049,240.05
87.204,286.03
87.33,176.37
87.962,226.08
88.089,355.22
88.215,71.773
88.974,324.1
90.619,302.73
91.125,250.49
93.022,26.998
94.283,496.12
95.045,136.91
95.172,10.049
95.804,62.919
98.081,324.1
99.472,224.44
99.848,477.91
99.978,379.12
100.48,463.61
103.39,188.01
104.03,137.16
104.53,295.27
105.92,108.07
106.05,20.294
106.05,158.67
107.06,461.21
107.94,492.07
108.57,181.56
109.84,302.35
109.97,353.07
110.09,403.79
110.22,54.065
112.25,284.77
113.13,391.01
115.92,164.36
116.93,248.09
117.05,324.61
118.7,277.31
119.71,476.9
120.97,64.057
121.1,206.35
121.99,147.16
122.11,406.19
122.87,442.75
123.88,25.986
124.01,316.01
125.02,11.947
125.27,203.44
125.78,502.07
125.87,235.89
126.03,263.9
126.54,486.63
126.67,289.58
126.91,401.9
126.92,100.1
127.8,365.08
128.94,119.96
129.07,441.99
129.31,218.94
131.5,135.85
131.72,389.71
132.23,80.374
134.51,117.43
134.88,426.05
135.07,310.1
135.99,255.98
136.92,216.98
140.38,148.09
141.46,402.4
142.09,461.21
142.22,442.24
142.58,210.17
142.73,112.5
144.07,230.82
144.12,42.176
144.24,489.04
144.75,28.895
145.9,345.99
147.92,70.128
148,167.7
148.22,268.33
148.92,471.71
150.05,362.72
150.98,355.22
151.24,402.9
151.55,329.48
152.04,195.05
152.34,61.022
153.86,382.91
154.11,303.87
154.67,327.29
155.96,277.84
158.38,308.02
158.73,156.05
158.79,424.15
159.05,113.13
159.93,96.057
160.12,211.9
163.22,227.94
163.98,276.92
164.03,263.13
165.12,79.109
165.53,489.04
167.77,37.243
169.9,342.87
170.94,50.018
171.99,299.02
174.1,101.88
174.73,123.12
176,30.919
176.13,384.3
176.88,13.97
177.88,232.67
178.94,397.21
180.34,473.66
180.93,89.101
181.09,356.02
181.23,147.97
181.56,17.891
183.24,406.19
183.84,78.982
184.92,281.02
185.14,423.39
185.86,26.745
186.06,345.99
186.11,114.52
186.28,438.57
187.92,508.01
188.16,172.9
188.16,218.94
188.8,414.03
188.9,107.95
189.07,234.98
189.99,269.83
190.58,400.25
190.92,296.14
190.92,12.958
191.73,251.02
192.85,477.78
193.93,146.93
194.02,338.14
194.99,127.93
196.11,78.982
196.34,280.67
198.16,452.23
198.76,66.966
199.14,111.99
199.94,487.9
200.03,253.21
200.31,505.48
200.5,181.67
202.11,238.32
202.34,267.63
203.98,507.12
204.07,22.065
204.07,52.927
204.99,393.29
205.92,294.06
206.89,424.03
206.98,91.125
207.06,157.91
207.53,233.25
207.88,249.4
208.16,478.16
208.47,172.67
209.02,374.6
210.08,201.28
211.07,457.92
211.92,57.227
212.48,350.6
212.61,302.25
212.73,147.62
213.05,70.002
213.85,502.07
215,284.51
216.22,7.8992
217,267.98
217.11,248.13
218.15,240.17
219.06,330.98
219.41,509.91
220.92,135.27
220.93,424.78
221.02,45.085
221.28,95.425
221.97,185.01
222.52,314.48
224.31,83.915
224.82,17.006
225.87,311.48
225.91,385.87
226.08,67.978
226.12,500.93
226.5,400.88
227.04,158.93
227.12,108.96
228.14,407.84
230.26,20.927
231.68,218.82
232.49,377.53
233.32,286.73
233.58,467.92
234.09,459.19
234.96,120.09
236.37,327.41
236.4,243.38
237.5,226.98
238.11,211.2
238.41,259.63
238.72,281.91
238.89,503.96
238.98,52.927
239.04,154.72
240.42,246.17
241.79,306.75
241.86,321.22
242.12,268.14
242.29,181.03
242.42,24.089
243.94,105.04
243.99,165.86
244.19,83.915
244.96,480.69
246.01,188.92
248.37,132.74
248.47,266.44
248.62,35.472
248.62,253.29
249.64,491.57
249.86,241.68
250.65,142.19
250.78,436.55
251.63,286.58
252.24,353.93
253.06,476.14
253.73,296.15
254.07,424.03
255.58,31.804
256.84,207.18
256.99,176.85
257.77,234.1
257.99,443.88
259.88,121.48
260.85,388.81
261.63,227.45
261.9,402.78
261.94,152.09
262.03,58.872
262.42,371.34
262.49,17.385
262.67,495.24
262.7,344.73
263.01,328.33
263.04,91.883
263.17,79.994
263.95,133.99
264.73,211.82
