1.9803,446.02
3.9893,243.93
9.087,220.03
14.9,303.9
16.193,434.16
21.901,447.16
27.803,265.94
33.758,170.13
35.035,473.9
40.897,400.01
45.949,429.17
47.97,23.949
53.789,139.14
53.976,331.98
55.056,478.06
55.066,225.97
56.865,407.76
71.078,300.05
73.064,139.42
75.047,269.43
76.995,238.98
77.814,37.987
78.867,445.93
79.015,324.99
79.112,129.03
79.906,419.1
80.005,18.573
80.643,392.36
84.82,486.19
86.954,124.96
93.9,193.84
94.984,277.09
100.89,224.95
107.03,18.022
108,246.96
110.03,189
112.96,56.912
114.84,341.79
114.92,215.71
118.97,356.05
122.08,231.92
122.98,162.93
125.64,384.7
128,111.07
128.01,392.92
128.04,284.23
128.85,444.04
131.95,213.9
142.02,109.13
142.09,252.9
144.81,317.83
145.89,132.95
152,369.13
152.87,198.96
156.9,346.05
158.42,104.43
158.84,305.25
160.06,318.01
161.43,36.965
164.85,327.07
168.76,387.16
170.97,453.02
174.96,129.19
178.95,177.75
179.12,311.17
180.75,330.32
187.04,143.1
188.99,236.72
190.99,282.96
191.03,172.05
192.1,353.65
193.14,327.15
203.02,231.01
203.98,388.96
206.03,497.05
208.09,244.96
213.99,313.99
215.91,179.81
217.93,427.04
219.44,495.36
220.09,170.97
221.04,43
225.97,107.08
227.02,84.168
228.88,450.09
229.01,238.98
250.04,389.05
252.06,32.011
252.96,365.11
254.68,106.63
257.89,468.04
266.92,383.06
269.08,335.85
269.51,308.61
272.28,322.94
277.89,33.996
283.8,417.18
286.01,321.04
286.11,403.05
286.92,156.89
287.98,374.19
289.04,104.97
290.82,148.98
295.93,235.97
299.26,326.81
300.95,80.011
302.99,312.16
303.15,404.09
303.76,371.09
305.01,260.96
310.9,451.98
316.7,340.69
318.02,130.17
318.95,406.85
322.02,34.94
331,378.02
331.84,82.184
340,63.924
343.98,220.07
345.03,194.93
345.92,432.99
346.06,88.948
348.27,172.92
353.96,290.93
354.04,454.06
361.93,387.82
364.4,284.3
365.09,92.825
368.03,509.15
373.51,273.31
373.89,492.99
375.53,223.63
375.83,40.043
376.94,101.71
377.07,230.99
381.12,327.05
382.35,221.61
382.93,179.98
383.14,79.432
384.13,150.74
385.91,249.62
386.97,54.121
387.96,479
388.22,69.563
398.75,178.69
399.92,232.89
401.01,398.9
405.22,364.89
406.06,149.02
410.4,13.162
410.92,356.03
413,474
414,292.89
414.96,373.01
415.18,177.83
417.79,412.98
418.18,234.67
424.36,230.75
424.86,112.14
426.01,312.06
429.19,31.143
431.96,409.96
434.44,185.91
434.98,271.91
437.62,60.168
439.99,287.03
441.3,56.956
441.96,76.987
444.05,234.02
444.99,224.01
445.1,438.21
445.93,261.14
445.98,480.99
449.9,315.09
452.16,368
455.17,463.21
458.89,408.07
460.97,373.11
462.19,298.46
468.99,18.216
470.02,245.95
470.26,466.53
471.96,504.14
477.02,284.01
477.97,130.09
478.95,474
479.61,80.692
481.93,318.02
483.07,33.996
484.86,98.058
486.14,335
486.92,203.84
490.06,108.17
493.08,163.06
493.94,265.96
494.04,426.02
498,13.964
498.85,153.9
498.99,481.93
499.47,131.95
501.87,316.04
506.88,166.94
509.02,270.01
